jid,formula_raw,formula_reduced,cif_file,cif_path,formation_energy_peratom,ehull,exfoliation_energy,optb88vdw_bandgap,hse_gap,icsd_raw,has_icsd,reference,exp_formula_label,synthesis_data_label
JVASP-60484,HgBr2,HgBr2,JVASP-60484_HgBr2.cif,data/cif/JVASP-60484_HgBr2.cif,-0.24149,0.0,81.52,1.999,,,0,mp-571558-1L,0,0
JVASP-60485,CeTe3,CeTe3,JVASP-60485_CeTe3.cif,data/cif/JVASP-60485_CeTe3.cif,-0.94745,0.0,,0.0,,,0,mp-571571-1L,0,0
JVASP-60488,ReS2,ReS2,JVASP-60488_ReS2.cif,data/cif/JVASP-60488_ReS2.cif,-0.55901,0.0,,1.423,,,0,mp-572758-1L,1,1
JVASP-6049,TcS2,TcS2,JVASP-6049_TcS2.cif,data/cif/JVASP-6049_TcS2.cif,-0.63147,0.0,74.42,1.259,,,0,mp-9481-1L,0,0
JVASP-60491,PbI2,PbI2,JVASP-60491_PbI2.cif,data/cif/JVASP-60491_PbI2.cif,-0.57129,0.0,,1.767,,,0,mp-574189-1L,0,0
JVASP-60493,PbI2,PbI2,JVASP-60493_PbI2.cif,data/cif/JVASP-60493_PbI2.cif,-0.57127,0.0,,2.652,,,0,mp-580202-1L,0,0
JVASP-60494,Re3Se4Cl,Re3Se4Cl,JVASP-60494_Re3Se4Cl.cif,data/cif/JVASP-60494_Re3Se4Cl.cif,-0.39054,0.0,68.02,1.24,,,0,mp-580748-1L,0,0
JVASP-60495,ZrIN,ZrIN,JVASP-60495_ZrIN.cif,data/cif/JVASP-60495_ZrIN.cif,-1.49113,0.0,39.88,0.813,,,0,mp-580886-1L,0,0
JVASP-60497,FeCl3,FeCl3,JVASP-60497_FeCl3.cif,data/cif/JVASP-60497_FeCl3.cif,-0.61286,0.0,36.45,0.005,,,0,mp-583463-1L,0,0
JVASP-60499,CeSi2Au4,Ce(SiAu2)2,JVASP-60499_CeSi2Au4.cif,data/cif/JVASP-60499_CeSi2Au4.cif,-0.08266,0.0,,0.0,,,0,mp-601420-1L,0,0
JVASP-60500,PaCl2O,PaCl2O,JVASP-60500_PaCl2O.cif,data/cif/JVASP-60500_PaCl2O.cif,-2.59182,0.0,,0.0,,,0,mp-608461-1L,0,0
JVASP-60504,ScHO2,ScHO2,JVASP-60504_ScHO2.cif,data/cif/JVASP-60504_ScHO2.cif,-2.67305,0.0,88.1,3.944,,,0,mp-625150-1L,0,0
JVASP-60505,AlH3O3,Al(HO)3,JVASP-60505_AlH3O3.cif,data/cif/JVASP-60505_AlH3O3.cif,-1.75764,0.0,77.6,4.688,,,0,mp-625316-1L,0,0
JVASP-60507,TeH2O4,Te(HO2)2,JVASP-60507_TeH2O4.cif,data/cif/JVASP-60507_TeH2O4.cif,-0.88348,0.0,51.6,2.045,,,0,mp-625526-1L,0,0
JVASP-60510,SrAl2Cl8,Sr(AlCl4)2,JVASP-60510_SrAl2Cl8.cif,data/cif/JVASP-60510_SrAl2Cl8.cif,-1.84693,0.0,54.99,1.805,,,0,mp-628726-1L,0,0
JVASP-60512,As2S3,As2S3,JVASP-60512_As2S3.cif,data/cif/JVASP-60512_As2S3.cif,-0.01514,0.0,127.53,1.718,,,0,mp-641-1L,0,0
JVASP-60514,Zr2HBr2,Zr2HBr2,JVASP-60514_Zr2HBr2.cif,data/cif/JVASP-60514_Zr2HBr2.cif,-0.93009,0.0,,0.0,,,0,mp-642803-1L,0,0
JVASP-60515,YCBr,YCBr,JVASP-60515_YCBr.cif,data/cif/JVASP-60515_YCBr.cif,-1.17978,0.0,39.44,0.0,,,0,mp-643367-1L,0,0
JVASP-6052,CaI2,CaI2,JVASP-6052_CaI2.cif,data/cif/JVASP-6052_CaI2.cif,-1.63386,0.0,82.42,1.237,5.04,,0,mp-30031-1L,0,0
JVASP-60521,PuIO,PuIO,JVASP-60521_PuIO.cif,data/cif/JVASP-60521_PuIO.cif,-2.53373,0.0,,0.0,,,0,mp-647604-1L,0,0
JVASP-60522,UTe5,UTe5,JVASP-60522_UTe5.cif,data/cif/JVASP-60522_UTe5.cif,-0.24267,0.0,,0.0,,,0,mp-651772-1L,0,0
JVASP-60525,VAgP2Se6,VAg(PSe3)2,JVASP-60525_VAgP2Se6.cif,data/cif/JVASP-60525_VAgP2Se6.cif,-0.16354,0.0,74.7,0.009,,,0,mp-6543-1L,0,0
JVASP-60526,PbI2,PbI2,JVASP-60526_PbI2.cif,data/cif/JVASP-60526_PbI2.cif,-0.57131,0.0,87.95,2.157,,,0,mp-672671-1L,0,0
JVASP-60528,Nb3IrS8,Nb3IrS8,JVASP-60528_Nb3IrS8.cif,data/cif/JVASP-60528_Nb3IrS8.cif,-0.84664,0.0,,0.0,,,0,mp-675367-1L,0,0
JVASP-60529,Li2UBr6,Li2UBr6,JVASP-60529_Li2UBr6.cif,data/cif/JVASP-60529_Li2UBr6.cif,-1.42078,0.0,,0.002,,,0,mp-675438-1L,0,0
JVASP-60530,Y2GeI2,Y2GeI2,JVASP-60530_Y2GeI2.cif,data/cif/JVASP-60530_Y2GeI2.cif,-1.26788,0.0,,0.24,,,0,mp-676315-1L,0,0
JVASP-60536,MoCl3,MoCl3,JVASP-60536_MoCl3.cif,data/cif/JVASP-60536_MoCl3.cif,-0.77862,0.0,,0.923,,,0,mp-684640-1L,0,0
JVASP-60537,HfMo2O8,Hf(MoO4)2,JVASP-60537_HfMo2O8.cif,data/cif/JVASP-60537_HfMo2O8.cif,-2.48134,0.0,,3.514,,,0,mp-687090-1L,0,0
JVASP-60542,LaHBr2,LaHBr2,JVASP-60542_LaHBr2.cif,data/cif/JVASP-60542_LaHBr2.cif,-1.63481,0.0,,4.085,,,0,mp-696944-1L,0,0
JVASP-60543,GaAgP2Se6,GaAg(PSe3)2,JVASP-60543_GaAgP2Se6.cif,data/cif/JVASP-60543_GaAgP2Se6.cif,-0.10924,0.0,,0.903,,,0,mp-7008-1L,0,0
JVASP-60545,Al2Si4O,Al2Si4O,JVASP-60545_Al2Si4O.cif,data/cif/JVASP-60545_Al2Si4O.cif,-2.95244,0.0,25.86,4.456,,,0,mp-707135-1L,0,0
JVASP-60548,HgPSe3,HgPSe3,JVASP-60548_HgPSe3.cif,data/cif/JVASP-60548_HgPSe3.cif,0.04566,0.0,82.06,1.3,,,0,mp-7293-1L,0,0
JVASP-60549,BiBr3,BiBr3,JVASP-60549_BiBr3.cif,data/cif/JVASP-60549_BiBr3.cif,-0.66713,0.0,81.01,2.998,,,0,mp-752602-1L,0,0
JVASP-6055,FeCl2,FeCl2,JVASP-6055_FeCl2.cif,data/cif/JVASP-6055_FeCl2.cif,-0.67101,0.0,67.41,0.0,,,0,mp-23229-1L,0,0
JVASP-60550,HoBrO,HoBrO,JVASP-60550_HoBrO.cif,data/cif/JVASP-60550_HoBrO.cif,-3.01645,0.0,41.64,4.618,,,0,mp-752637-1L,0,0
JVASP-60552,CaPbI4,CaPbI4,JVASP-60552_CaPbI4.cif,data/cif/JVASP-60552_CaPbI4.cif,-1.10189,0.0,85.58,2.855,,,0,mp-753670-1L,0,0
JVASP-60553,YIO,YIO,JVASP-60553_YIO.cif,data/cif/JVASP-60553_YIO.cif,-2.87459,0.0,47.64,3.637,,,0,mp-753712-1L,0,0
JVASP-60554,TmClO,TmClO,JVASP-60554_TmClO.cif,data/cif/JVASP-60554_TmClO.cif,-3.2287,0.0,40.04,1.365,6.88,,0,mp-754113-1L,0,0
JVASP-60555,MgRe2O8,Mg(ReO4)2,JVASP-60555_MgRe2O8.cif,data/cif/JVASP-60555_MgRe2O8.cif,-1.91706,0.0,70.61,1.1,,,0,mp-754311-1L,0,0
JVASP-60556,TmBrO,TmBrO,JVASP-60556_TmBrO.cif,data/cif/JVASP-60556_TmBrO.cif,-3.04939,0.0,41.32,4.689,,,0,mp-754526-1L,0,0
JVASP-60558,YBr3,YBr3,JVASP-60558_YBr3.cif,data/cif/JVASP-60558_YBr3.cif,-1.88692,0.0,,4.067,,,0,mp-754815-1L,0,0
JVASP-60564,PrBrO,PrBrO,JVASP-60564_PrBrO.cif,data/cif/JVASP-60564_PrBrO.cif,-2.93595,0.0,38.42,3.646,,,0,mp-756702-1L,0,0
JVASP-60566,MoSe2,MoSe2,JVASP-60566_MoSe2.cif,data/cif/JVASP-60566_MoSe2.cif,-0.59137,0.0,79.55,1.249,,,0,mp-7581-1L,1,1
JVASP-60567,NbSe2,NbSe2,JVASP-60567_NbSe2.cif,data/cif/JVASP-60567_NbSe2.cif,-0.76432,0.0,94.06,0.0,,,0,mp-7597-1L,1,1
JVASP-60573,WO2F2,W(OF)2,JVASP-60573_WO2F2.cif,data/cif/JVASP-60573_WO2F2.cif,-2.54522,0.0,,2.628,,,0,mp-764365-1L,0,0
JVASP-60578,CrP2S7,CrP2S7,JVASP-60578_CrP2S7.cif,data/cif/JVASP-60578_CrP2S7.cif,-0.23617,0.0,57.61,0.007,,,0,mp-768680-1L,0,0
JVASP-60579,YBrO,YBrO,JVASP-60579_YBrO.cif,data/cif/JVASP-60579_YBrO.cif,-3.08723,0.0,50.17,4.805,,,0,mp-768906-1L,0,0
JVASP-6058,Te2Br,Te2Br,JVASP-6058_Te2Br.cif,data/cif/JVASP-6058_Te2Br.cif,-0.06603,0.0,101.54,0.881,,,0,mp-27648-1L,0,0
JVASP-60582,CoTeO4,CoTeO4,JVASP-60582_CoTeO4.cif,data/cif/JVASP-60582_CoTeO4.cif,-0.77249,0.0,,0.296,,,0,mp-771247-1L,0,0
JVASP-60585,TmClO,TmClO,JVASP-60585_TmClO.cif,data/cif/JVASP-60585_TmClO.cif,-3.30512,0.0,33.76,4.666,,,0,mp-772295-1L,0,0
JVASP-60589,NiTeO4,NiTeO4,JVASP-60589_NiTeO4.cif,data/cif/JVASP-60589_NiTeO4.cif,-0.75207,0.0,68.95,0.352,,,0,mp-774160-1L,0,0
JVASP-60593,CoO2,CoO2,JVASP-60593_CoO2.cif,data/cif/JVASP-60593_CoO2.cif,-0.92454,0.0,63.56,0.0,,,0,mp-782689-1L,0,0
JVASP-60594,BN,BN,JVASP-60594_BN.cif,data/cif/JVASP-60594_BN.cif,-1.31309,0.0,58.9,4.384,,,0,mp-7991-1L,1,1
JVASP-60595,GaGeTe,GaGeTe,JVASP-60595_GaGeTe.cif,data/cif/JVASP-60595_GaGeTe.cif,-0.1869,0.0,45.93,0.654,,,0,mp-8211-1L,0,0
JVASP-60596,Ta2PdS6,Ta2PdS6,JVASP-60596_Ta2PdS6.cif,data/cif/JVASP-60596_Ta2PdS6.cif,-0.84664,0.0,85.53,0.0,,,0,mp-8435-1L,0,0
JVASP-60597,Ta2PdSe6,Ta2PdSe6,JVASP-60597_Ta2PdSe6.cif,data/cif/JVASP-60597_Ta2PdSe6.cif,-0.60092,0.0,88.3,0.0,,,0,mp-8436-1L,0,0
JVASP-60599,CoO2,CoO2,JVASP-60599_CoO2.cif,data/cif/JVASP-60599_CoO2.cif,-0.92472,0.0,62.87,0.0,,,0,mp-849598-1L,0,0
JVASP-60603,TaFeTe3,TaFeTe3,JVASP-60603_TaFeTe3.cif,data/cif/JVASP-60603_TaFeTe3.cif,-0.14633,0.0,,0.0,,,0,mp-8848-1L,0,0
JVASP-60604,SnSe,SnSe,JVASP-60604_SnSe.cif,data/cif/JVASP-60604_SnSe.cif,-0.3272,0.0,,1.106,,,0,mp-8936-1L,0,0
JVASP-60607,Al2Te5,Al2Te5,JVASP-60607_Al2Te5.cif,data/cif/JVASP-60607_Al2Te5.cif,-0.25819,0.0,98.02,1.37,,,0,mp-9254-1L,0,0
JVASP-60609,LuIO,LuIO,JVASP-60609_LuIO.cif,data/cif/JVASP-60609_LuIO.cif,-2.85983,0.0,47.0,3.42,,,0,mp-973585-1L,0,0
JVASP-6061,BeCl2,BeCl2,JVASP-6061_BeCl2.cif,data/cif/JVASP-6061_BeCl2.cif,-1.42214,0.0,,6.309,,,0,mp-23267-1L,0,0
JVASP-60610,LuBrO,LuBrO,JVASP-60610_LuBrO.cif,data/cif/JVASP-60610_LuBrO.cif,-3.08604,0.0,46.78,4.592,,,0,mp-973981-1L,0,0
JVASP-60612,SiAs2,SiAs2,JVASP-60612_SiAs2.cif,data/cif/JVASP-60612_SiAs2.cif,0.02633,0.0,,1.402,,,0,mp-978553-1L,0,0
JVASP-6064,MnCl2,MnCl2,JVASP-6064_MnCl2.cif,data/cif/JVASP-6064_MnCl2.cif,-0.99393,0.0,67.52,1.659,,,0,mp-28233-1L,0,0
JVASP-6067,MnBr2,MnBr2,JVASP-6067_MnBr2.cif,data/cif/JVASP-6067_MnBr2.cif,-0.68369,0.0,74.13,1.464,,,0,mp-28306-1L,0,0
JVASP-6070,TaS2,TaS2,JVASP-6070_TaS2.cif,data/cif/JVASP-6070_TaS2.cif,-1.05888,0.0,87.15,0.0,,,0,mp-1984-1L,1,1
JVASP-6073,CaSn,CaSn,JVASP-6073_CaSn.cif,data/cif/JVASP-6073_CaSn.cif,-0.39204,0.0,337.88,0.0,,,0,mp-2450-1L,0,0
JVASP-6076,TlF,TlF,JVASP-6076_TlF.cif,data/cif/JVASP-6076_TlF.cif,-1.76553,0.0,66.56,1.939,4.59,,0,mp-720-1L,0,0
JVASP-60776,InS,InS,JVASP-60776_InS.cif,data/cif/JVASP-60776_InS.cif,-0.33327,0.0,250.75,0.0,,,0,mp-19795-1L,0,0
JVASP-6079,InSe,InSe,JVASP-6079_InSe.cif,data/cif/JVASP-6079_InSe.cif,-0.4382,0.0,68.03,1.469,,,0,mp-22691-1L,1,1
JVASP-6082,Te2I,Te2I,JVASP-6082_Te2I.cif,data/cif/JVASP-6082_Te2I.cif,0.05544,0.0,106.93,0.923,,,0,mp-27655-1L,0,0
JVASP-6085,RhBr3,RhBr3,JVASP-6085_RhBr3.cif,data/cif/JVASP-6085_RhBr3.cif,-0.36935,0.0,80.67,1.487,,,0,mp-27871-1L,0,0
JVASP-6088,CrBr3,CrBr3,JVASP-6088_CrBr3.cif,data/cif/JVASP-6088_CrBr3.cif,-0.72521,0.0,79.08,1.47,,,0,mp-27734-1L,1,1
JVASP-6091,PBr3,PBr3,JVASP-6091_PBr3.cif,data/cif/JVASP-6091_PBr3.cif,-0.23708,0.0,109.67,3.332,4.35,,0,mp-27257-1L,0,0
JVASP-6094,BiI3,BiI3,JVASP-6094_BiI3.cif,data/cif/JVASP-6094_BiI3.cif,-0.36474,0.0,96.21,2.548,,,0,mp-22849-1L,0,0
JVASP-6097,VCl3,VCl3,JVASP-6097_VCl3.cif,data/cif/JVASP-6097_VCl3.cif,-1.22047,0.0,73.32,0.0,,,0,mp-28117-1L,0,0
JVASP-6100,AlCl3,AlCl3,JVASP-6100_AlCl3.cif,data/cif/JVASP-6100_AlCl3.cif,-1.53422,0.0,66.67,5.653,,,0,mp-25469-1L,0,0
JVASP-6106,BI3,BI3,JVASP-6106_BI3.cif,data/cif/JVASP-6106_BI3.cif,0.12955,0.0,154.54,2.681,,,0,mp-23189-1L,0,0
JVASP-6109,MoBr3,MoBr3,JVASP-6109_MoBr3.cif,data/cif/JVASP-6109_MoBr3.cif,-0.47049,0.0,95.03,0.562,,,0,mp-23312-1L,0,0
JVASP-6115,AlI3,AlI3,JVASP-6115_AlI3.cif,data/cif/JVASP-6115_AlI3.cif,-0.55799,0.0,120.51,2.945,,,0,mp-30930-1L,0,0
JVASP-6118,TiI3,TiI3,JVASP-6118_TiI3.cif,data/cif/JVASP-6118_TiI3.cif,-0.70733,0.0,111.23,0.192,,,0,mp-23264-1L,0,0
JVASP-6121,NdTe3,NdTe3,JVASP-6121_NdTe3.cif,data/cif/JVASP-6121_NdTe3.cif,-0.96336,0.0,57.27,0.0,,,0,mp-740-1L,0,0
JVASP-6127,RuBr3,RuBr3,JVASP-6127_RuBr3.cif,data/cif/JVASP-6127_RuBr3.cif,-0.218,0.0,99.69,0.0,,,0,mp-23294-1L,0,0
JVASP-6130,USe3,USe3,JVASP-6130_USe3.cif,data/cif/JVASP-6130_USe3.cif,-0.90108,0.0,69.04,0.0,,,0,mp-9429-1L,0,0
JVASP-6136,IrCl3,IrCl3,JVASP-6136_IrCl3.cif,data/cif/JVASP-6136_IrCl3.cif,-0.43884,0.0,73.51,2.098,,,0,mp-27666-1L,0,0
JVASP-6139,PCl3,PCl3,JVASP-6139_PCl3.cif,data/cif/JVASP-6139_PCl3.cif,-0.56953,0.0,96.07,1.888,,,0,mp-23230-1L,0,0
JVASP-6142,ScCl3,ScCl3,JVASP-6142_ScCl3.cif,data/cif/JVASP-6142_ScCl3.cif,-2.13128,0.0,69.31,3.784,,,0,mp-23309-1L,0,0
JVASP-6145,US3,US3,JVASP-6145_US3.cif,data/cif/JVASP-6145_US3.cif,-1.16629,0.0,57.9,0.0,,,0,mp-12406-1L,0,0
JVASP-6148,RhCl3,RhCl3,JVASP-6148_RhCl3.cif,data/cif/JVASP-6148_RhCl3.cif,-0.58984,0.0,71.89,1.728,,,0,mp-27770-1L,0,0
JVASP-6151,TiS3,TiS3,JVASP-6151_TiS3.cif,data/cif/JVASP-6151_TiS3.cif,-1.04184,0.0,54.49,0.337,,,0,mp-9920-1L,0,0
JVASP-6154,ClF,ClF,JVASP-6154_ClF.cif,data/cif/JVASP-6154_ClF.cif,-0.31944,0.0,57.82,2.624,,,0,mp-29504-1L,0,0
JVASP-6157,PrIO,PrIO,JVASP-6157_PrIO.cif,data/cif/JVASP-6157_PrIO.cif,-2.77663,0.0,51.83,3.862,,,0,mp-29254-1L,0,0
JVASP-6160,TaI2O,TaI2O,JVASP-6160_TaI2O.cif,data/cif/JVASP-6160_TaI2O.cif,-1.3319,0.0,66.31,0.96,,,0,mp-29027-1L,0,0
JVASP-6163,BiTeCl,BiTeCl,JVASP-6163_BiTeCl.cif,data/cif/JVASP-6163_BiTeCl.cif,-0.50073,0.0,104.21,1.817,,,0,mp-28944-1L,0,0
JVASP-6166,DySI,DySI,JVASP-6166_DySI.cif,data/cif/JVASP-6166_DySI.cif,-1.83984,0.0,55.68,2.773,,,0,mp-28929-1L,0,0
JVASP-6169,DySBr,DySBr,JVASP-6169_DySBr.cif,data/cif/JVASP-6169_DySBr.cif,-2.05486,0.0,61.18,2.014,,,0,mp-28928-1L,0,0
JVASP-6172,Sc2CCl2,Sc2CCl2,JVASP-6172_Sc2CCl2.cif,data/cif/JVASP-6172_Sc2CCl2.cif,-1.64186,0.0,40.48,0.916,,,0,mp-28479-1L,0,0
JVASP-6175,ErSeI,ErSeI,JVASP-6175_ErSeI.cif,data/cif/JVASP-6175_ErSeI.cif,-1.65959,0.0,62.06,1.297,,,0,mp-28458-1L,0,0
JVASP-6178,ThIN,ThIN,JVASP-6178_ThIN.cif,data/cif/JVASP-6178_ThIN.cif,-1.87417,0.0,54.0,2.883,,,0,mp-28067-1L,0,0
JVASP-6181,TiNCl,TiNCl,JVASP-6181_TiNCl.cif,data/cif/JVASP-6181_TiNCl.cif,-1.62416,0.0,39.4,0.616,,,0,mp-27850-1L,0,0
JVASP-6184,TiBrN,TiBrN,JVASP-6184_TiBrN.cif,data/cif/JVASP-6184_TiBrN.cif,-1.45615,0.0,41.27,0.624,,,0,mp-27849-1L,0,0
JVASP-6187,AuI,AuI,JVASP-6187_AuI.cif,data/cif/JVASP-6187_AuI.cif,0.06584,0.0,88.81,1.747,,,0,mp-27725-1L,0,0
JVASP-6190,BPS4,BPS4,JVASP-6190_BPS4.cif,data/cif/JVASP-6190_BPS4.cif,-0.22929,0.0,82.4,2.104,,,0,mp-27724-1L,0,0
JVASP-6193,InClO,InClO,JVASP-6193_InClO.cif,data/cif/JVASP-6193_InClO.cif,-1.41598,0.0,40.04,2.704,,,0,mp-27702-1L,0,0
JVASP-6196,ErSCl,ErSCl,JVASP-6196_ErSCl.cif,data/cif/JVASP-6196_ErSCl.cif,-2.23257,0.0,65.08,3.036,,,0,mp-27616-1L,0,0
JVASP-6199,PI3,PI3,JVASP-6199_PI3.cif,data/cif/JVASP-6199_PI3.cif,0.14704,0.0,184.6,2.334,,,0,mp-27529-1L,0,0
JVASP-6202,IrBr3,IrBr3,JVASP-6202_IrBr3.cif,data/cif/JVASP-6202_IrBr3.cif,-0.21395,0.0,81.29,1.797,,,0,mp-27397-1L,0,0
JVASP-6205,LuSBr,LuSBr,JVASP-6205_LuSBr.cif,data/cif/JVASP-6205_LuSBr.cif,-2.04835,0.0,58.96,1.565,,,0,mp-27246-1L,0,0
JVASP-6208,SrHI,SrHI,JVASP-6208_SrHI.cif,data/cif/JVASP-6208_SrHI.cif,-1.2345,0.0,57.39,4.05,,,0,mp-24205-1L,0,0
JVASP-6211,ReAg2Cl6,Re(AgCl3)2,JVASP-6211_ReAg2Cl6.cif,data/cif/JVASP-6211_ReAg2Cl6.cif,-0.47131,0.0,86.92,0.737,,,0,mp-23472-1L,0,0
JVASP-6214,BiIO,BiIO,JVASP-6214_BiIO.cif,data/cif/JVASP-6214_BiIO.cif,-1.02539,0.0,52.17,1.424,,,0,mp-22987-1L,0,0
JVASP-6217,BiBrO,BiBrO,JVASP-6217_BiBrO.cif,data/cif/JVASP-6217_BiBrO.cif,-1.20128,0.0,56.42,2.54,,,0,mp-23072-1L,0,0
JVASP-6220,BiClO,BiClO,JVASP-6220_BiClO.cif,data/cif/JVASP-6220_BiClO.cif,-1.32744,0.0,71.05,2.898,,,0,mp-22939-1L,0,0
JVASP-6223,OsCl2O,OsCl2O,JVASP-6223_OsCl2O.cif,data/cif/JVASP-6223_OsCl2O.cif,-0.66894,0.0,73.85,0.0,,,0,mp-29133-1L,0,0
JVASP-6226,RuCl2O,RuCl2O,JVASP-6226_RuCl2O.cif,data/cif/JVASP-6226_RuCl2O.cif,-0.76489,0.0,71.15,0.0,,,0,mp-29132-1L,0,0
JVASP-6229,BiTeI,BiTeI,JVASP-6229_BiTeI.cif,data/cif/JVASP-6229_BiTeI.cif,-0.2654,0.0,103.58,1.617,,,0,mp-22965-1L,0,0
JVASP-6232,CdCl2,CdCl2,JVASP-6232_CdCl2.cif,data/cif/JVASP-6232_CdCl2.cif,-1.04463,0.0,70.63,3.894,,,0,mp-22881-1L,0,0
JVASP-6235,VBrO,VBrO,JVASP-6235_VBrO.cif,data/cif/JVASP-6235_VBrO.cif,-1.69231,0.0,,0.003,,,0,mp-32497-1L,0,0
JVASP-6238,TaTe4Ir,TaTe4Ir,JVASP-6238_TaTe4Ir.cif,data/cif/JVASP-6238_TaTe4Ir.cif,-0.24157,0.0,100.42,0.01,,,0,mp-17287-1L,0,0
JVASP-6241,KMnP,KMnP,JVASP-6241_KMnP.cif,data/cif/JVASP-6241_KMnP.cif,-0.40971,0.0,47.5,0.0,,,0,mp-20422-1L,0,0
JVASP-6244,TiPbO3,TiPbO3,JVASP-6244_TiPbO3.cif,data/cif/JVASP-6244_TiPbO3.cif,-2.09374,0.0,422.91,2.484,,,0,mp-20459-1L,0,0
JVASP-6250,NdBrO,NdBrO,JVASP-6250_NdBrO.cif,data/cif/JVASP-6250_NdBrO.cif,-2.99382,0.0,64.71,4.765,,,0,mp-23068-1L,0,0
JVASP-6253,HgPS3,HgPS3,JVASP-6253_HgPS3.cif,data/cif/JVASP-6253_HgPS3.cif,-0.08933,0.0,70.6,1.817,,,0,mp-27178-1L,0,0
JVASP-6256,NbS2Cl2,Nb(SCl)2,JVASP-6256_NbS2Cl2.cif,data/cif/JVASP-6256_NbS2Cl2.cif,-1.01701,0.0,68.52,1.665,,,0,mp-27362-1L,0,0
JVASP-6259,TmIO,TmIO,JVASP-6259_TmIO.cif,data/cif/JVASP-6259_TmIO.cif,-2.87052,0.0,47.14,3.546,,,0,mp-27439-1L,0,0
JVASP-6262,GaTeCl,GaTeCl,JVASP-6262_GaTeCl.cif,data/cif/JVASP-6262_GaTeCl.cif,-0.63383,0.0,80.39,2.264,,,0,mp-27449-1L,0,0
JVASP-6265,AlPS4,AlPS4,JVASP-6265_AlPS4.cif,data/cif/JVASP-6265_AlPS4.cif,-0.53734,0.0,83.99,1.695,,,0,mp-27462-1L,0,0
JVASP-6268,TiIN,TiIN,JVASP-6268_TiIN.cif,data/cif/JVASP-6268_TiIN.cif,-1.22137,0.0,44.7,0.05,,,0,mp-27848-1L,0,0
JVASP-6271,AlClO,AlClO,JVASP-6271_AlClO.cif,data/cif/JVASP-6271_AlClO.cif,-2.51378,0.0,36.37,4.712,,,0,mp-27863-1L,0,0
JVASP-6274,Bi2Te2S,Bi2Te2S,JVASP-6274_Bi2Te2S.cif,data/cif/JVASP-6274_Bi2Te2S.cif,-0.25445,0.0,67.68,0.968,,,0,mp-27910-1L,0,0
JVASP-6277,UO2F2,U(OF)2,JVASP-6277_UO2F2.cif,data/cif/JVASP-6277_UO2F2.cif,-3.29007,0.0,47.73,2.396,,,0,mp-27980-1L,0,0
JVASP-6280,ThBrN,ThBrN,JVASP-6280_ThBrN.cif,data/cif/JVASP-6280_ThBrN.cif,-2.05686,0.0,72.05,2.806,,,0,mp-28066-1L,0,0
JVASP-6286,Sc2NCl2,Sc2NCl2,JVASP-6286_Sc2NCl2.cif,data/cif/JVASP-6286_Sc2NCl2.cif,-2.10661,0.0,40.87,0.0,,,0,mp-28480-1L,0,0
JVASP-6292,PPdSe,PPdSe,JVASP-6292_PPdSe.cif,data/cif/JVASP-6292_PPdSe.cif,-0.27761,0.0,,1.079,,,0,mp-29249-1L,0,0
JVASP-6295,HfCl4,HfCl4,JVASP-6295_HfCl4.cif,data/cif/JVASP-6295_HfCl4.cif,-1.80512,0.0,71.62,2.916,,,0,mp-29422-1L,0,0
JVASP-6298,Bi2Te2Se,Bi2Te2Se,JVASP-6298_Bi2Te2Se.cif,data/cif/JVASP-6298_Bi2Te2Se.cif,-0.24079,0.0,70.53,0.909,,,0,mp-29666-1L,0,0
JVASP-6304,TlSbO3,TlSbO3,JVASP-6304_TlSbO3.cif,data/cif/JVASP-6304_TlSbO3.cif,-1.31277,0.0,42.2,2.916,,,0,mp-30058-1L,0,0
JVASP-6307,MgPSe3,MgPSe3,JVASP-6307_MgPSe3.cif,data/cif/JVASP-6307_MgPSe3.cif,-0.5534,0.0,71.9,2.09,,,0,mp-30943-1L,0,0
JVASP-6313,AlSiTe3,AlSiTe3,JVASP-6313_AlSiTe3.cif,data/cif/JVASP-6313_AlSiTe3.cif,-0.18991,0.0,81.93,1.522,,,0,mp-31220-1L,0,0
JVASP-6316,PPdSe,PPdSe,JVASP-6316_PPdSe.cif,data/cif/JVASP-6316_PPdSe.cif,-0.27761,0.0,83.19,1.079,,,0,mp-3123-1L,0,0
JVASP-6319,CrSiTe3,CrSiTe3,JVASP-6319_CrSiTe3.cif,data/cif/JVASP-6319_CrSiTe3.cif,-0.0544,0.0,87.05,0.558,,,0,mp-3779-1L,0,0
JVASP-6322,CdPS3,CdPS3,JVASP-6322_CdPS3.cif,data/cif/JVASP-6322_CdPS3.cif,-0.38339,0.0,67.22,1.956,,,0,mp-5328-1L,0,0
JVASP-6325,ScPS4,ScPS4,JVASP-6325_ScPS4.cif,data/cif/JVASP-6325_ScPS4.cif,-0.94098,0.0,66.63,1.905,,,0,mp-6999-1L,0,0
JVASP-6328,KAuS,KAuS,JVASP-6328_KAuS.cif,data/cif/JVASP-6328_KAuS.cif,-0.49622,0.0,343.84,1.9,,,0,mp-7077-1L,0,0
JVASP-6331,PPdS,PPdS,JVASP-6331_PPdS.cif,data/cif/JVASP-6331_PPdS.cif,-0.36508,0.0,79.81,1.242,,,0,mp-7280-1L,0,0
JVASP-6334,Ta2CS2,Ta2CS2,JVASP-6334_Ta2CS2.cif,data/cif/JVASP-6334_Ta2CS2.cif,-0.96115,0.0,49.97,0.0,,,0,mp-7814-1L,0,0
